"receiver_player_id","receiver_player_name","posteam","position","targets","receptions","avg_receiving_epa","receiving_success_rate","receiving_yards","avg_air_yards","avg_yac","receiving_touchdowns","rushing_plays","avg_rushing_epa","rushing_success_rate","rushing_yards","avg_yards_per_rush","rushing_touchdowns"
"00-0040259","G.Larvadain","CLE","WR",15,7,-0.318767635810453,0.4,71,8.92857142857143,4,0,0,0,0,0,0,0
"00-0034860","D.Pettis","NO","WR",11,9,-0.366604396179099,0.363636363636364,127,9.54545454545454,9.55555555555556,0,0,0,0,0,0,0
"00-0040590","K.Mumpfield","LA","WR",23,10,-0.381048124575885,0.347826086956522,92,12.8695652173913,2.5,2,0,0,0,0,0,0
"00-0040582","A.Smith","NYJ","WR",16,7,-0.395588792114722,0.3125,52,13.5,4.71428571428571,0,0,0,0,0,0,0
"00-0034775","C.Kirk","HOU","WR",53,28,-0.399394855629488,0.339622641509434,239,7.01923076923077,4.10714285714286,1,0,0,0,0,0,0
"00-0037742","T.Burks","WAS","WR",22,10,-0.400648201171212,0.454545454545455,130,13.4545454545455,3.4,1,0,0,0,0,0,0
"00-0040581","D.Thornton","LV","WR",30,10,-0.401277590470885,0.3,135,16.5666666666667,3.8,0,0,0,0,0,0,0
"00-0040184","K.Lambert-Smith","LAC","WR",12,5,-0.409657234058941,0.333333333333333,51,17.5833333333333,4.2,2,0,0,0,0,0,0
"00-0037741","J.Dotson","PHI","WR",36,18,-0.418257420581912,0.333333333333333,262,15.4166666666667,2.77777777777778,1,0,0,0,0,0,0
"00-0039623","M.Tipton","NO","WR",17,11,-0.438867460691811,0.411764705882353,76,8.76470588235294,3.36363636363636,0,0,0,0,0,0,0
"00-0036841","A.Trammell","JAX","WR",10,3,-0.497084058558713,0.3,46,13,0.666666666666667,0,0,0,0,0,0,0
"00-0034521","A.Lazard","NYJ","WR",18,10,-0.53652156580938,0.388888888888889,70,7.88888888888889,3.3,1,0,0,0,0,0,0
"00-0038953","D.Drummond","ATL","WR",12,7,-0.588564834877095,0.333333333333333,42,7.72727272727273,2,0,0,0,0,0,0,0
"00-0038938","J.Hyatt","NYG","WR",14,5,-0.648861849684701,0.285714285714286,35,20,0.4,0,0,0,0,0,0,0
